,id,stateOrProvince,bathrooms,bedrooms,listPrice,livingArea,yearBuilt,lotSize,propertySubType,listingCategory,numParkingSpaces,photoscount,grade
261,1951851,FL,2,4,1695.0,1981.0,2004.0,5662.8,Single Family Detached,Rent,2.0,24,good
262,1951231,NJ,3,3,849000.0,2084.289256198347,1958.0,117612.0,Single Family Detached,Purchase,2.0,22,good
264,1949129,TN,1,2,129000.0,1473.0,1952.0,60984.0,Single Family Detached,Purchase,1.0,22,good
265,1948502,MN,3,4,184900.0,2610.0,2004.0,3484.8,Townhouse,Purchase,2.0,34,awesome
266,1947239,NC,2,3,104900.0,2084.289256198347,1979.0,122417.00078291811,Single Family Detached,Purchase,0.0,24,good
267,1946771,FL,2,3,195000.0,1558.0,1980.0,13068.0,Single Family Detached,Purchase,2.0,29,awesome
268,1946440,CT,1,2,90250.0,1248.0,1974.0,122417.00078291811,Condominium,Purchase,0.0,14,good
269,1944541,AR,2,4,170000.0,1517.0,1995.0,142876.8,Single Family Detached,Purchase,0.0,29,awesome
270,1938248,OR,3,4,665100.0,3356.0,1922.0,4791.6,Single Family Detached,Purchase,0.0,32,awesome
272,1931182,TX,2,3,1750.0,1830.0,2016.0,7405.2,Single Family Detached,Rent,2.0,0,bad
274,1921938,CA,4,3,979000.0,2182.0,1955.0,10019.0,Single Family Detached,Purchase,0.0,35,awesome
275,1918246,MA,2,3,359900.0,1576.0,2005.0,122417.00078291811,Townhouse,Purchase,2.0,29,awesome
276,1916927,FL,2,2,549000.0,1503.0,1981.0,122417.00078291811,Condominium,Purchase,0.0,25,good
277,1915363,IN,2,4,9900.0,1832.0,1908.0,5000.69,Single Family Detached,Purchase,0.0,2,bad
278,1910805,MO,2,3,145500.0,1714.0,1992.0,69696.0,Single Family Detached,Purchase,2.0,30,awesome
279,1910044,KY,3,4,380000.0,3999.0,1991.0,11761.2,Single Family Detached,Purchase,2.0,61,awesome
280,1909718,AL,3,4,314900.0,2544.0,2011.0,15681.6,Single Family Detached,Purchase,0.0,34,awesome
281,1909447,GA,3,4,289000.0,2815.0,1989.0,14853.96,Single Family Detached,Purchase,0.0,36,awesome
282,1909393,GA,2,3,139900.0,1395.0,1969.0,21780.0,Single Family Detached,Purchase,0.0,33,awesome
283,1909201,GA,4,3,364900.0,2252.0,2015.0,236095.2,Single Family Detached,Purchase,0.0,36,awesome
284,1909089,NM,2,3,168000.0,1610.0,2004.0,6098.4,Single Family Detached,Purchase,2.0,31,awesome
285,1907923,KY,2,3,30900.0,1075.0,1111.0,43560.0,Single Family Detached,Purchase,0.0,23,good
286,1906606,NJ,3,4,514000.0,2084.289256198347,2010.0,122417.00078291811,Condominium,Purchase,2.0,23,good
287,1906592,NC,2,3,45000.0,2012.0,1930.0,41817.6,Single Family Detached,Purchase,0.0,29,awesome
288,1900033,AZ,3,2,220000.0,1438.0,1995.0,5100.0,Single Family Detached,Purchase,0.0,29,awesome
289,1893190,FL,1,3,24999.0,1639.0,1949.0,122417.00078291811,Single Family Detached,Purchase,0.0,7,good
290,1892390,FL,1,2,99900.0,968.0,1977.0,7405.2,Single Family Detached,Purchase,0.0,35,awesome
291,1863489,TX,2,3,1200.0,1083.0,2007.0,34848.0,Single Family Detached,Rent,0.0,16,good
292,1855909,FL,2,2,147900.0,1197.0,1982.0,122417.00078291811,Other,Purchase,1.0,7,good
293,1853137,MI,2,3,199900.0,2171.0,1966.0,12545.28,Single Family Detached,Purchase,2.0,29,awesome
294,1845663,NV,2,3,215000.0,1330.0,2004.0,122417.00078291811,Condominium,Purchase,0.0,29,awesome
295,1845647,NV,2,3,1650.0,1034.0,1994.0,4356.0,Other,Rent,0.0,29,awesome
296,1845278,GA,3,4,214900.0,2200.0,1992.0,34848.0,Single Family Detached,Purchase,0.0,31,awesome
297,1845268,GA,2,2,259900.0,0.0,2005.0,5227.2,Single Family Detached,Purchase,0.0,36,awesome
298,1845262,GA,5,5,450000.0,0.0,1993.0,34020.36,Single Family Detached,Purchase,0.0,36,awesome
299,1843634,CA,3,3,319000.0,2280.0,1979.0,3920.4,Condominium,Purchase,3.0,29,awesome
300,1843049,CA,2,3,760000.0,1200.0,1963.0,6098.4,Single Family Detached,Purchase,2.0,33,awesome
301,1829882,CA,8,7,35000.0,6970.0,1949.0,13100.0,Single Family Detached,Rent,9.0,35,awesome
302,1820742,ME,1,3,219000.0,2084.289256198347,1973.0,43560.0,Single Family Detached,Purchase,0.0,22,good
303,1819599,FL,3,4,330000.0,2757.0,1995.0,16988.4,Single Family Detached,Purchase,3.0,29,awesome
304,1801836,KY,2,3,95000.0,1277.0,1988.0,174240.0,Single Family Detached,Purchase,0.0,15,good
305,1788307,GA,3,4,320500.0,3078.0,2016.0,122417.00078291811,Single Family Detached,Purchase,0.0,29,awesome
310,1783731,CA,3,3,395000.0,2623.0,2003.0,9626.76,Single Family Detached,Purchase,3.0,45,awesome
311,1783723,CA,2,3,249900.0,1649.0,1996.0,8712.0,Single Family Detached,Purchase,3.0,30,awesome
312,1783244,SC,2,4,194900.0,1999.0,2006.0,27007.2,Single Family Detached,Purchase,2.0,33,awesome
313,1782074,NC,2,4,74500.0,1925.0,1930.0,13939.2,Single Family Detached,Purchase,0.0,28,awesome
314,1781834,WA,3,4,369900.0,2103.0,1987.0,9147.6,Single Family Detached,Purchase,0.0,32,awesome
316,1772303,FL,2,2,3400.0,2084.289256198347,2007.0,122417.00078291811,Condominium,Rent,1.0,16,good
317,1771016,MO,3,3,185000.0,2084.289256198347,1989.0,122417.00078291811,Single Family Detached,Purchase,2.0,29,awesome
318,1769619,GA,2,4,375000.0,0.0,1955.0,21780.0,Single Family Detached,Purchase,0.0,36,good
319,1765880,AZ,2,3,224900.0,1176.0,1980.0,12196.8,Single Family Detached,Purchase,0.0,38,awesome
320,1763082,SC,3,3,2200.0,2084.289256198347,2017.0,122417.00078291811,Other,Rent,0.0,36,good
321,1754430,FL,2,2,210000.0,1148.0,1955.0,10454.4,Single Family Detached,Purchase,1.0,29,awesome
322,1754329,OK,3,4,259000.0,2280.0,2011.0,122417.00078291811,Single Family Detached,Purchase,0.0,29,awesome
323,1752268,FL,2,2,210000.0,1148.0,1955.0,10454.4,Single Family Detached,Purchase,1.0,29,awesome
324,1749576,FL,2,3,1250.0,1339.0,2004.0,5227.2,Townhouse,Rent,2.0,11,good
325,1746978,KS,3,3,215000.0,2159.0,1988.0,122417.00078291811,Single Family Detached,Purchase,0.0,29,awesome
326,1741663,OH,2,3,154900.0,2084.289256198347,1954.0,122417.00078291811,Single Family Detached,Purchase,2.0,16,good
327,1741090,CA,2,2,279000.0,1112.0,1981.0,5350.0,Single Family Detached,Purchase,0.0,20,good
328,1740192,NY,4,4,622500.0,2240.0,1949.0,12483.0,Single Family Detached,Purchase,0.0,16,good
329,1737788,MD,3,4,1575.0,2084.289256198347,1989.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
330,1732958,NC,5,5,600000.0,5509.0,1988.0,17859.6,Single Family Detached,Purchase,2.0,34,good
331,1732693,CA,3,3,4995.0,1825.0,1924.0,7509.0,Single Family Detached,Rent,2.0,23,good
332,1729981,VA,2,3,199900.0,1848.0,1990.0,57063.6,Single Family Detached,Purchase,1.0,36,good
333,1728452,VA,1,3,160000.0,1028.0,1955.0,7405.2,Single Family Detached,Purchase,0.0,31,good
334,1722102,FL,2,3,1750.0,2084.289256198347,1977.0,122417.00078291811,Townhouse,Rent,0.0,26,good
335,1721770,MD,3,3,210000.0,2084.289256198347,1860.0,4356.0,Townhouse,Purchase,0.0,38,good
337,1719408,TX,1,2,76000.0,881.0,1951.0,6534.0,Single Family Detached,Purchase,0.0,15,good
338,1718807,GA,3,3,145000.0,0.0,1987.0,4356.0,Single Family Detached,Purchase,0.0,29,awesome
339,1717851,IL,2,3,54500.0,1513.0,1920.0,122417.00078291811,Single Family Detached,Purchase,0.0,55,awesome
340,1716717,OH,4,4,349900.0,3706.0,2008.0,13068.0,Single Family Detached,Purchase,2.0,41,good
341,1716382,AR,3,4,249900.0,2825.0,2002.0,10018.8,Single Family Detached,Purchase,2.0,36,good
343,1715320,MI,2,3,81500.0,1920.0,1989.0,122417.00078291811,Single Family Detached,Purchase,0.0,56,good
344,1715264,OR,2,3,322000.0,1648.0,2007.0,6098.4,Single Family Detached,Purchase,2.0,35,good
345,1714338,UT,4,5,399900.0,3538.0,2006.0,14810.4,Single Family Detached,Purchase,4.0,35,good
346,1714327,UT,3,4,3900000.0,3076.0,1993.0,8276.4,Single Family Detached,Purchase,0.0,45,good
347,1712580,RI,4,5,289900.0,5078.0,1940.0,7000.09,Other,Purchase,8.0,38,awesome
348,1710876,KS,3,3,219900.0,2368.0,1997.0,7840.8,Single Family Detached,Purchase,0.0,30,good
349,1710858,SC,2,3,172000.0,1893.0,1998.0,23086.8,Single Family Detached,Purchase,2.0,30,good
350,1707204,WI,1,2,80000.0,768.0,1920.0,8276.4,Single Family Detached,Purchase,0.0,7,good
351,1705998,FL,2,4,399999.0,2008.0,2000.0,6098.4,Single Family Detached,Purchase,2.0,50,awesome
352,1699289,ME,2,3,237500.0,2160.0,1820.0,87120.0,Single Family Detached,Purchase,0.0,35,awesome
353,1696423,FL,2,3,239000.0,1490.0,2004.0,11761.2,Single Family Detached,Purchase,2.0,50,awesome
354,1695316,MI,2,3,235000.0,1600.0,1978.0,72309.6,Single Family Detached,Purchase,0.0,34,awesome
355,1693196,VA,9,7,1999999.0,2084.289256198347,1988.0,218235.6,Single Family Detached,Purchase,0.0,30,good
356,1693163,VA,5,4,972000.0,2084.289256198347,1973.0,48351.6,Single Family Detached,Purchase,0.0,31,good
357,1692810,VA,5,5,879000.0,2084.289256198347,1988.0,122417.00078291811,Single Family Detached,Purchase,0.0,29,awesome
358,1691728,FL,3,2,1800.0,1206.0,2003.0,122417.00078291811,Condominium,Purchase,0.0,30,good
360,1690060,MO,3,3,159900.0,2300.0,1976.0,17424.0,Single Family Detached,Purchase,2.0,23,good
361,1689239,NV,4,3,545000.0,2368.0,2006.0,8276.4,Single Family Detached,Purchase,0.0,39,good
363,1684558,OH,3,2,149900.0,1248.0,1985.0,871.2,Condominium,Purchase,1.0,28,awesome
364,1679791,FL,2,3,343900.0,1798.0,2005.0,8995.14,Single Family Detached,Purchase,2.0,20,good
365,1679717,GA,4,5,330000.0,3346.0,2008.0,27442.8,Single Family Detached,Purchase,0.0,24,good
366,1674317,MI,2,2,1650.0,1730.0,2002.0,122417.00078291811,Condominium,Rent,0.0,8,good
367,1654337,FL,2,4,2275.0,2084.289256198347,1988.0,3484.8,Single Family Detached,Rent,0.0,23,good
368,1644725,VA,3,3,99900.0,1584.0,1985.0,30056.4,Manufactured Home,Purchase,0.0,27,good
371,1642593,WA,3,4,279500.0,2167.0,1955.0,6969.6,Single Family Detached,Purchase,0.0,22,good
372,1642496,WA,3,5,339900.0,2114.0,1995.0,6534.0,Single Family Detached,Purchase,0.0,29,good
373,1639184,FL,2,2,174900.0,1353.0,1957.0,8712.0,Single Family Detached,Purchase,1.0,40,awesome
374,1639155,FL,1,2,279900.0,1244.0,1950.0,11325.6,Single Family Detached,Purchase,0.0,33,awesome
375,1636675,OK,2,3,153900.0,1509.0,2005.0,10715.76,Single Family Detached,Purchase,2.0,22,good
376,1635789,FL,2,3,124900.0,1250.0,2005.0,122417.00078291811,Condominium,Purchase,0.0,17,good
377,1615338,IN,3,5,159900.0,2192.0,1995.0,12196.8,Single Family Detached,Purchase,2.0,19,good
378,1604141,NV,2,3,205000.0,1377.0,2002.0,4356.0,Single Family Detached,Purchase,0.0,29,awesome
379,1601692,NC,2,3,142900.0,1158.0,1980.0,14810.4,Single Family Detached,Purchase,1.0,14,good
380,1590699,OK,2,4,214900.0,2148.0,2005.0,122417.00078291811,Single Family Detached,Purchase,2.0,17,good
381,1577588,NE,2,3,94900.0,1725.0,1972.0,122417.00078291811,Single Family Detached,Purchase,2.0,13,good
382,1574787,TX,2,3,194900.0,1681.0,1971.0,11282.04,Single Family Detached,Purchase,0.0,29,awesome
383,1569493,FL,2,3,1375.0,1623.0,2006.0,122417.00078291811,Condominium,Rent,2.0,17,good
384,1568418,CA,3,4,1050000.0,3023.0,1969.0,5920.0,Single Family Detached,Purchase,2.0,67,good
385,1566094,IL,3,3,2300.0,0.0,1993.0,122417.00078291811,Single Family Detached,Rent,2.0,29,awesome
386,1564361,IL,2,4,124900.0,1664.0,1876.0,10001.38,Single Family Detached,Purchase,1.0,32,good
387,1562743,MA,2,4,299900.0,1980.0,1973.0,16117.2,Single Family Detached,Purchase,4.0,29,awesome
388,1559175,FL,2,3,214900.0,1782.0,2005.0,6098.4,Single Family Detached,Purchase,2.0,16,good
389,1552087,DC,2,2,3100.0,2084.289256198347,1951.0,122417.00078291811,Condominium,Rent,0.0,28,awesome
390,1552078,MD,4,5,3900.0,2084.289256198347,1971.0,11103.01,Single Family Detached,Rent,0.0,28,awesome
391,1552070,MD,3,4,220000.0,2084.289256198347,1955.0,4870.01,Single Family Detached,Purchase,0.0,28,awesome
392,1552044,DC,3,2,2600.0,2084.289256198347,1987.0,122417.00078291811,Townhouse,Rent,0.0,28,awesome
393,1551926,MD,3,4,845000.0,2084.289256198347,1970.0,12203.99,Single Family Detached,Purchase,0.0,28,awesome
394,1551728,MD,2,3,214900.0,2084.289256198347,1940.0,122417.00078291811,Single Family Detached,Purchase,0.0,28,awesome
395,1544385,NJ,1,3,1700.0,2084.289256198347,1900.0,9147.6,Single Family Attached,Rent,0.0,8,good
396,1543795,NJ,1,2,950.0,2084.289256198347,1925.0,3049.2,Single Family Attached,Rent,0.0,8,good
397,1537705,NM,3,3,189500.0,1440.0,1998.0,6098.4,Single Family Detached,Purchase,2.0,19,good
398,1537534,GA,2,4,165000.0,1791.0,1999.0,122417.00078291811,Single Family Detached,Purchase,0.0,21,good
399,1536926,FL,3,3,330000.0,2611.0,2014.0,7670.92,Single Family Detached,Purchase,2.0,21,good
400,1533257,IL,3,3,140000.0,2280.0,2010.0,29620.8,Other,Purchase,0.0,29,awesome
401,1530471,SC,2,3,139900.0,1302.0,1968.0,122417.00078291811,Single Family Detached,Purchase,0.0,29,awesome
402,1529503,NC,2,3,299900.0,1007.0,1958.0,12632.4,Single Family Detached,Purchase,0.0,29,good
403,1526465,TN,2,3,159900.0,1626.0,1960.0,122417.00078291811,Single Family Detached,Purchase,0.0,24,good
404,1525138,AL,2,4,169900.0,2084.289256198347,2006.0,10454.4,Single Family Detached,Purchase,0.0,36,good
405,1522200,AZ,2,3,3500.0,1645.0,1994.0,122417.00078291811,Townhouse,Rent,0.0,41,good
406,1521878,AZ,3,4,585000.0,3192.0,2007.0,17511.99,Single Family Detached,Purchase,0.0,37,good
407,1521479,AZ,2,4,260000.0,2041.0,2007.0,5750.01,Single Family Detached,Purchase,0.0,34,good
408,1521318,AZ,3,4,619900.0,2489.0,1969.0,9087.01,Single Family Detached,Purchase,0.0,42,good
409,1521021,SC,4,3,399900.0,2700.0,2017.0,21780.0,Single Family Detached,Purchase,2.0,37,good
410,1520844,AZ,2,3,186000.0,1860.0,1989.0,87120.0,Single Family Detached,Purchase,2.0,39,good
411,1516114,OH,1,3,74900.0,1008.0,1947.0,4861.3,Single Family Detached,Purchase,0.0,19,good
413,1510247,SC,2,4,625000.0,1850.0,1930.0,2613.6,Duplex,Purchase,0.0,15,good
415,1502569,VA,3,4,249900.0,2100.0,2018.0,122417.00078291811,Single Family Detached,Purchase,0.0,26,good
417,1492519,MS,2,3,110000.0,1675.0,1983.0,43560.0,Single Family Detached,Purchase,0.0,42,good
418,1472711,OK,2,3,48000.0,1169.0,1948.0,24829.2,Single Family Detached,Purchase,3.0,19,good
419,1466659,WI,1,2,105000.0,1260.0,1920.0,11761.2,Single Family Detached,Purchase,0.0,20,good
420,1451222,VA,3,3,129900.0,1280.0,1987.0,2613.6,Townhouse,Purchase,0.0,28,awesome
421,1449737,MD,2,2,234900.0,2084.289256198347,1998.0,122417.00078291811,Condominium,Purchase,0.0,28,awesome
422,1439269,AZ,1,4,109900.0,1300.0,1951.0,7549.99,Single Family Detached,Purchase,0.0,1,bad
424,1425096,FL,2,3,499000.0,1779.0,1980.0,122417.00078291811,Other,Purchase,2.0,7,good
425,1417696,TX,4,4,290000.0,3410.0,1982.0,14810.4,Single Family Detached,Purchase,3.0,17,good
426,1407177,PA,2,3,259900.0,1490.0,2000.0,41991.84,Single Family Detached,Purchase,2.0,30,awesome
428,1393029,AR,2,3,264900.0,1874.0,1992.0,14374.8,Single Family Detached,Purchase,2.0,40,awesome
429,1391129,AZ,2,2,1000.0,864.0,1984.0,122417.00078291811,Single Family Attached,Rent,0.0,7,good
430,1388735,OH,3,4,199000.0,1460.0,1950.0,21780.0,Other,Purchase,0.0,55,good
431,1384804,UT,3,3,540000.0,2956.0,1993.0,10454.4,Single Family Detached,Purchase,2.0,23,good
432,1379815,NC,1,3,229900.0,2084.289256198347,1926.0,10018.8,Single Family Detached,Purchase,1.0,30,awesome
433,1379810,NC,3,4,279900.0,2084.289256198347,1997.0,9147.6,Single Family Detached,Purchase,2.0,30,awesome
434,1379418,NC,3,4,174900.0,2084.289256198347,1999.0,17859.6,Single Family Detached,Purchase,2.0,30,awesome
